timestamp,difference
2022-07-24,-245.26000000000204
2022-07-25,128.63000000000102
2022-07-26,-1336.1500000000015
2022-07-27,28.020000000000437
2022-07-28,1702.9799999999996
2022-07-29,886.75
2022-07-30,-62.70999999999913
2022-07-31,-171.72999999999956
2022-08-01,-351.9599999999991
2022-08-02,-37.61999999999898
2022-08-03,-241.70000000000073
2022-08-04,-188.45000000000073
2022-08-05,-208.09000000000015
2022-08-06,674.3300000000017
2022-08-07,-321.57000000000335
2022-08-08,226.7300000000032
2022-08-09,636.7299999999996
2022-08-10,-689.2000000000007
2022-08-11,837.619999999999
2022-08-12,-24.020000000000437
2022-08-13,437.72000000000116
2022-08-14,50.11000000000058
2022-08-15,-140.36000000000058
2022-08-16,-203.22000000000116
2022-08-17,-231.59999999999854
2022-08-18,-503.47999999999956
2022-08-19,-179.01000000000204
2022-08-20,-2324.5
2022-08-21,299.8199999999997
2022-08-22,361.2800000000025
2022-08-23,-103.44000000000233
2022-08-24,120.01000000000204
2022-08-25,-169.22000000000116
2022-08-26,158.79999999999927
2022-08-27,-1287.869999999999
2022-08-28,-211.13999999999942
2022-08-29,-429.4500000000007
2022-08-30,698.75
2022-08-31,-453.5400000000009
2022-09-01,190.1800000000003
2022-09-02,87.92000000000189
2022-09-03,-168.36000000000058
2022-09-04,-108.09000000000015
2022-09-05,170.95999999999913
2022-09-06,-201.11999999999898
2022-09-07,-1029.4900000000016
2022-09-08,510.7400000000016
2022-09-09,27.5099999999984
2022-09-10,2033.75
2022-09-11,303.4900000000016
2022-09-12,160.59000000000015
2022-09-13,594.8999999999978
2022-09-14,-2244.989999999998
2022-09-15,53.590000000000146
2022-09-16,-529.4399999999987
2022-09-17,101.98999999999796
2022-09-18,324.3199999999997
2022-09-19,-688.25
2022-09-20,126.02000000000044
2022-09-21,-684.6100000000006
2022-09-22,-377.7599999999984
2022-09-23,914.5799999999981
2022-09-24,-99.32999999999811
2022-09-25,-363.8899999999994
2022-09-26,-151.90999999999985
2022-09-27,436.97999999999956
2022-09-28,-151.61000000000058
2022-09-29,333.7099999999991
2022-09-30,197.72999999999956
2022-10-01,-191.27999999999884
2022-10-02,-109.72000000000116
2022-10-03,-235.5699999999997
2022-10-04,567.1500000000015
2022-10-05,702.3099999999977
2022-10-06,-188.4499999999971
2022-10-07,-194.15999999999985
2022-10-08,-434.7300000000032
2022-10-09,-112.45999999999913
2022-10-10,25.889999999999418
2022-10-11,-330.5
2022-10-12,-32.5
2022-10-13,85.08000000000175
2022-10-14,224.75
2022-10-15,-196.1700000000019
2022-10-16,-112.43000000000029
2022-10-17,199.61000000000058
2022-10-18,290.77000000000044
2022-10-19,-229.88999999999942
2022-10-20,-208.77999999999884
2022-10-21,-78.28000000000247
2022-10-22,126.46000000000276
2022-10-23,35.07999999999811
2022-10-24,356.75
2022-10-25,-234.98999999999796
2022-10-26,779.8299999999981
2022-10-27,644.0499999999993
2022-10-28,-469.5599999999977
2022-10-29,305.6299999999974
2022-10-30,230.83000000000175
2022-10-31,-189.29000000000087
2022-11-01,-155.13999999999942
2022-11-02,7.18999999999869
2022-11-03,-333.97999999999956
2022-11-04,57.86999999999898
2022-11-05,947.6700000000019
2022-11-06,148.13000000000102
2022-11-07,-392.52000000000044
2022-11-08,-332.76000000000204
2022-11-09,-2017.5999999999985
2022-11-10,-2676.9799999999996
2022-11-11,1737.2200000000012
2022-11-12,-570.5800000000017
2022-11-13,-242.40999999999985
2022-11-14,-486.8600000000006
2022-11-15,280.65999999999985
2022-11-16,287.6800000000003
2022-11-17,-213.47000000000116
2022-11-18,15.790000000000873
2022-11-19,5.360000000000582
2022-11-20,-8.639999999999418
2022-11-21,-396.7399999999998
2022-11-22,-517.1500000000015
2022-11-23,460.28000000000065
2022-11-24,381.6399999999994
2022-11-25,-25.549999999999272
2022-11-26,-69.47999999999956
2022-11-27,-58.52000000000044
2022-11-28,-24.889999999999418
2022-11-29,-237.09000000000015
2022-11-30,246.22999999999956
2022-12-01,728.630000000001
2022-12-02,-194.95000000000073
2022-12-03,117.11999999999898
2022-12-04,-216.89999999999782
2022-12-05,218.80999999999767
2022-12-06,-127.82999999999811
2022-12-07,119.37999999999738
2022-12-08,-249.5699999999997
2022-12-09,385.6900000000023
2022-12-10,-98.47000000000116
2022-12-11,0.9599999999991269
2022-12-12,-42.599999999998545
2022-12-13,120.86999999999898
2022-12-14,560.2999999999993
2022-12-15,44.909999999999854
2022-12-16,-456.1899999999987
2022-12-17,-730.1100000000006
2022-12-18,153.29999999999927
2022-12-19,-28.2599999999984
2022-12-20,-299.1100000000006
2022-12-21,439.52999999999884
2022-12-22,-71.36999999999898
2022-12-23,4.110000000000582
2022-12-24,-46.86000000000058
2022-12-25,55.93999999999869
2022-12-26,-0.33999999999650754
2022-12-27,112.43999999999869
2022-12-28,-242.95000000000073
2022-12-29,-154.66999999999825
2022-12-30,86.82999999999811
2022-12-31,-21.540000000000873
