,created,sentiment_score
3997,1646578164,6.0
3998,1646582986,6.0
3999,1646583361,1.0
4000,1646585518,1.0
4001,1646586101,2.0
4002,1646588986,-1.0
4003,1646590240,1.0
4004,1646597380,0.0
4005,1646598832,11.0
4006,1646599970,-1.0
4007,1646600057,1.0
4008,1646600625,11.0
4009,1646601906,5.0
4010,1646610592,1.0
4011,1646616122,1.0
4012,1646618186,1.0
4013,1646621650,3.0
4014,1646624720,6.0
4015,1646624729,-1.0
4016,1646624767,1.0
4017,1646626416,6.0
4018,1646626988,1.0
4019,1646627710,-2.0
4020,1646627955,11.0
4021,1646628868,2.0
4022,1646629780,3.0
4023,1646633498,4.0
4024,1646637788,4.0
4025,1646647268,0.0
4026,1646657902,0.0
4027,1646660682,0.0
4028,1646663776,3.0
4029,1646665178,-2.0
4030,1646665602,5.0
4031,1646669212,2.0
4032,1646669279,2.0
4033,1646670027,0.0
4034,1646672813,2.0
4035,1646673534,-1.0
4036,1646675036,6.0
4037,1646675340,7.0
4038,1646676642,6.0
4039,1646677723,-6.0
4040,1646682176,4.0
4041,1646682701,1.0
4042,1646684922,9.0
4043,1646686923,2.0
4044,1646688970,3.0
4045,1646689840,2.0
4046,1646692053,0.0
4047,1646692836,1.0
4048,1646694955,-2.0
4049,1646695851,-2.0
4050,1646695897,-1.0
4051,1646696121,8.0
4052,1646696536,0.0
4053,1646697930,5.0
4054,1646698583,2.0
4055,1646701635,9.0
4056,1646702269,-3.0
4057,1646704767,-2.0
4058,1646706770,8.0
4059,1646706893,9.0
4060,1646711422,3.0
4061,1646712546,7.0
4062,1646715978,2.0
4063,1646716093,3.0
4064,1646719579,5.0
4065,1646719766,0.0
4066,1646720059,3.0
4067,1646720654,1.0
4068,1646724513,3.0
4069,1646725551,5.0
4070,1646727650,2.0
4071,1646729466,-1.0
4072,1646729796,24.0
4073,1646732790,2.0
4074,1646732915,7.0
4075,1646734197,3.0
4076,1646741019,-1.0
4077,1646744399,-5.0
4078,1646744718,9.0
4079,1646746202,3.0
4080,1646748594,9.0
4081,1646749820,3.0
4082,1646751006,1.0
4083,1646753007,3.0
4084,1646755237,1.0
4085,1646756618,5.0
4086,1646757011,13.0
4087,1646757701,3.0
4088,1646758257,2.0
4089,1646758614,-1.0
4090,1646760689,3.0
4091,1646761160,43.0
4092,1646761282,6.0
4093,1646761709,6.0
4094,1646763596,6.0
4095,1646764359,-5.0
4096,1646765474,3.0
4097,1646765572,4.0
4098,1646767092,3.0
4099,1646767543,3.0
4100,1646767864,0.0
4101,1646769180,-2.0
4102,1646769666,6.0
4103,1646770783,1.0
4104,1646770985,4.0
4105,1646772181,5.0
4106,1646772650,1.0
4107,1646776379,12.0
4108,1646778773,3.0
4109,1646780720,-2.0
4110,1646781338,0.0
4111,1646781868,11.0
4112,1646783891,7.0
4113,1646784244,6.0
4114,1646785542,0.0
4115,1646786416,13.0
4116,1646786567,7.0
4117,1646795370,4.0
4118,1646796657,-2.0
4119,1646797020,4.0
4120,1646797622,6.0
4121,1646800872,11.0
4122,1646801147,0.0
4123,1646801441,13.0
4124,1646802367,3.0
4125,1646804581,-6.0
4126,1646805755,-5.0
4127,1646806439,-1.0
4128,1646807331,14.0
4129,1646807800,1.0
4130,1646809712,43.0
4131,1646810994,3.0
4132,1646812016,4.0
4133,1646813967,6.0
4134,1646816088,8.0
4135,1646818466,3.0
4136,1646818623,0.0
4137,1646820524,3.0
4138,1646824432,5.0
4139,1646828003,13.0
4140,1646833889,0.0
4141,1646834233,-2.0
4142,1646840225,8.0
4143,1646843654,6.0
4144,1646843844,10.0
4145,1646846948,11.0
4146,1646848422,3.0
4147,1646851714,2.0
4148,1646852090,3.0
4149,1646853076,-4.0
4150,1646853100,2.0
4151,1646853720,1.0
4152,1646854839,7.0
4153,1646855291,4.0
4154,1646858103,7.0
4155,1646859956,7.0
4156,1646861343,5.0
4157,1646867367,0.0
4158,1646868901,3.0
4159,1646871581,1.0
4160,1646871769,3.0
4161,1646873831,3.0
4162,1646876825,16.0
4163,1646877352,-1.0
4164,1646881184,4.0
4165,1646882290,-1.0
4166,1646882516,0.0
4167,1646882701,6.0
4168,1646884606,-1.0
4169,1646886412,0.0
4170,1646888669,-1.0
4171,1646888763,3.0
4172,1646890856,0.0
4173,1646892599,10.0
4174,1646894271,10.0
4175,1646897971,-1.0
4176,1646904929,2.0
4177,1646908199,4.0
4178,1646910599,0.0
4179,1646910913,-3.0
4180,1646912235,2.0
4181,1646912784,21.0
4182,1646912955,1.0
4183,1646916442,8.0
4184,1646916461,3.0
4185,1646919010,0.0
4186,1646921111,1.0
4187,1646923843,4.0
4188,1646924602,-3.0
4189,1646924825,7.0
4190,1646928072,2.0
4191,1646931468,5.0
4192,1646932238,3.0
4193,1646934498,5.0
4194,1646935475,0.0
4195,1646936820,6.0
4196,1646938998,4.0
4197,1646941066,-3.0
4198,1646941423,4.0
4199,1646941975,2.0
4200,1646942339,3.0
4201,1646942390,2.0
4202,1646943254,-1.0
4203,1646944047,6.0
4204,1646946004,0.0
4205,1646947099,4.0
4206,1646948791,1.0
4207,1646950774,3.0
4208,1646951890,-2.0
4209,1646954569,11.0
4210,1646954807,0.0
4211,1646955194,10.0
4212,1646955825,1.0
4213,1646955991,8.0
4214,1646958383,12.0
4215,1646965907,2.0
4216,1646967742,1.0
4217,1646967789,6.0
4218,1646973502,1.0
4219,1646974834,3.0
4220,1646976173,4.0
4221,1646979483,4.0
4222,1646985125,7.0
4223,1646985320,0.0
4224,1646985516,4.0
4225,1646989509,2.0
4226,1646989957,4.0
4227,1646994847,7.0
4228,1646996274,-3.0
4229,1646997794,3.0
4230,1647001887,4.0
4231,1647010334,-1.0
4232,1647011709,0.0
4233,1647013448,16.0
4234,1647014075,2.0
4235,1647015300,4.0
4236,1647017108,0.0
4237,1647017267,-1.0
4238,1647020404,4.0
4239,1647024938,-1.0
4240,1647026046,2.0
4241,1647028798,0.0
4242,1647029543,3.0
4243,1647031977,3.0
4244,1647032523,6.0
4245,1647032680,0.0
4246,1647034128,6.0
4247,1647034988,2.0
4248,1647035324,10.0
4249,1647037622,-1.0
4250,1647038844,0.0
4251,1647040682,0.0
4252,1647045683,7.0
4253,1647050812,1.0
4254,1647051204,4.0
4255,1647057014,5.0
4256,1647061332,3.0
4257,1647063263,2.0
4258,1647078498,-1.0
4259,1647079153,1.0
4260,1647079352,3.0
4261,1647080583,1.0
4262,1647084483,5.0
4263,1647086805,5.0
4264,1647087402,2.0
4265,1647089480,2.0
4266,1647090550,1.0
4267,1647090970,3.0
4268,1647093868,1.0
4269,1647096387,0.0
4270,1647096714,-1.0
4271,1647101141,2.0
4272,1647103467,3.0
4273,1647103535,3.0
4274,1647104970,1.0
4275,1647105023,-4.0
4276,1647105222,4.0
4277,1647108297,1.0
4278,1647110237,13.0
4279,1647112086,14.0
4280,1647112257,0.0
4281,1647114127,2.0
4282,1647114560,6.0
4283,1647114876,-1.0
4284,1647125371,7.0
4285,1647129712,9.0
4286,1647137162,-2.0
4287,1647137545,0.0
4288,1647140388,8.0
4289,1647147717,3.0
4290,1647159604,0.0
4291,1647166252,6.0
4292,1647169311,-1.0
4293,1647169804,7.0
4294,1647170238,6.0
4295,1647174336,1.0
4296,1647175168,0.0
4297,1647176980,0.0
4298,1647180300,29.0
4299,1647180453,-2.0
4300,1647182533,-3.0
4301,1647184063,1.0
4302,1647187294,-1.0
4303,1647187518,-2.0
4304,1647189356,-1.0
4305,1647191326,2.0
4306,1647192895,-2.0
4307,1647193103,-3.0
4308,1647195967,3.0
4309,1647197155,3.0
4310,1647197279,1.0
4311,1647198283,6.0
4312,1647199531,7.0
4313,1647200484,9.0
4314,1647200654,5.0
4315,1647201607,0.0
4316,1647202191,3.0
4317,1647204042,2.0
4318,1647205697,5.0
4319,1647206208,0.0
4320,1647210345,24.0
4321,1647210893,1.0
4322,1647211217,-1.0
4323,1647213157,-3.0
4324,1647213303,-5.0
4325,1647218862,4.0
4326,1647219117,-1.0
4327,1647221219,0.0
4328,1647223021,15.0
4329,1647227002,7.0
4330,1647228021,9.0
4331,1647229844,1.0
4332,1647230260,-2.0
4333,1647232827,5.0
4334,1647234436,3.0
4335,1647236456,1.0
4336,1647238372,4.0
4337,1647238713,-2.0
4338,1647241243,2.0
4339,1647241410,4.0
4340,1647247519,0.0
4341,1647248495,3.0
4342,1647253983,5.0
4343,1647257828,4.0
4344,1647258692,6.0
4345,1647261698,2.0
4346,1647268622,5.0
4347,1647270258,19.0
4348,1647272379,6.0
4349,1647272789,1.0
4350,1647273820,-7.0
4351,1647277578,6.0
4352,1647278705,4.0
4353,1647279448,8.0
4354,1647281150,-3.0
4355,1647282329,-5.0
4356,1647284278,1.0
4357,1647290232,-2.0
4358,1647291963,18.0
4359,1647292616,5.0
4360,1647293971,-2.0
4361,1647298029,5.0
4362,1647298659,4.0
4363,1647305491,0.0
4364,1647310491,0.0
4365,1647311919,3.0
4366,1647313807,30.0
4367,1647317616,3.0
4368,1647320530,3.0
4369,1647321436,0.0
4370,1647323110,7.0
4371,1647330604,4.0
4372,1647336466,-4.0
4373,1647336776,-1.0
4374,1647338368,3.0
4375,1647340244,0.0
4376,1647345934,1.0
4377,1647346084,3.0
4378,1647346948,5.0
4379,1647348537,-2.0
4380,1647348645,0.0
4381,1647349051,-2.0
4382,1647349104,11.0
4383,1647350092,0.0
4384,1647352681,19.0
4385,1647358142,0.0
4386,1647358629,11.0
4387,1647358729,3.0
4388,1647359145,8.0
4389,1647360291,-2.0
4390,1647360407,8.0
4391,1647362995,3.0
4392,1647366506,2.0
4393,1647366695,0.0
4394,1647366900,5.0
4395,1647368150,18.0
4396,1647370478,1.0
4397,1647373971,-2.0
4398,1647374149,2.0
4399,1647375897,7.0
4400,1647376117,0.0
4401,1647379754,1.0
4402,1647383221,0.0
4403,1647383980,2.0
4404,1647385261,12.0
4405,1647386062,1.0
4406,1647389332,4.0
4407,1647389336,7.0
4408,1647391193,7.0
4409,1647392158,1.0
4410,1647394143,0.0
4411,1647396733,0.0
4412,1647396836,5.0
4413,1647398116,0.0
4414,1647402204,1.0
4415,1647407098,3.0
4416,1647408485,-4.0
4417,1647414830,2.0
4418,1647417443,2.0
4419,1647418331,9.0
4420,1647432656,3.0
4421,1647433592,18.0
4422,1647433609,-1.0
4423,1647435954,4.0
4424,1647436689,6.0
4425,1647447086,8.0
4426,1647447231,8.0
4427,1647448197,1.0
4428,1647449521,3.0
4429,1647450352,3.0
4430,1647451046,0.0
4431,1647451161,4.0
4432,1647451214,4.0
4433,1647451242,9.0
4434,1647451446,4.0
4435,1647451983,10.0
4436,1647452827,2.0
4437,1647453500,9.0
4438,1647454601,1.0
4439,1647455918,3.0
4440,1647457453,5.0
4441,1647459324,0.0
4442,1647459703,8.0
4443,1647461332,3.0
4444,1647462601,-1.0
4445,1647464254,-1.0
4446,1647464752,6.0
4447,1647467596,8.0
4448,1647469710,0.0
4449,1647470095,0.0
4450,1647472050,1.0
4451,1647472536,-4.0
4452,1647476363,3.0
4453,1647476797,-1.0
4454,1647481251,1.0
4455,1647482262,1.0
4456,1647484412,3.0
4457,1647485166,4.0
4458,1647485384,3.0
4459,1647488702,3.0
4460,1647488948,9.0
4461,1647493585,3.0
4462,1647497675,10.0
4463,1647497960,5.0
4464,1647503508,2.0
4465,1647503632,6.0
4466,1647507845,1.0
4467,1647508435,1.0
4468,1647510730,-4.0
4469,1647511669,-2.0
4470,1647513385,6.0
4471,1647513705,0.0
4472,1647514406,1.0
4473,1647521052,11.0
4474,1647521913,7.0
4475,1647523894,0.0
4476,1647526494,-1.0
4477,1647527512,2.0
4478,1647528885,4.0
4479,1647529420,2.0
4480,1647529625,7.0
4481,1647533062,4.0
4482,1647534814,6.0
4483,1647534838,-2.0
4484,1647534981,4.0
4485,1647537874,1.0
4486,1647538483,3.0
4487,1647542265,2.0
4488,1647542997,2.0
4489,1647543562,2.0
4490,1647543627,2.0
4491,1647544794,4.0
4492,1647547800,14.0
4493,1647548693,8.0
4494,1647549235,-1.0
4495,1647550527,0.0
4496,1647550605,3.0
4497,1647550830,2.0
4498,1647552064,35.0
4499,1647552228,-4.0
4500,1647553636,4.0
4501,1647560166,12.0
4502,1647562198,1.0
4503,1647562358,12.0
4504,1647563191,2.0
4505,1647564077,1.0
4506,1647565366,1.0
4507,1647566360,1.0
4508,1647569155,-4.0
4509,1647572478,1.0
4510,1647576310,1.0
4511,1647577454,-3.0
4512,1647580125,3.0
4513,1647590219,-2.0
4514,1647602582,-7.0
4515,1647603732,5.0
4516,1647606611,1.0
4517,1647608513,5.0
4518,1647611023,0.0
4519,1647614519,-2.0
4520,1647616028,-3.0
4521,1647616445,4.0
4522,1647617083,-5.0
4523,1647617280,-1.0
4524,1647617918,2.0
4525,1647617952,-1.0
4526,1647618715,-1.0
4527,1647623347,6.0
4528,1647626605,16.0
4529,1647631876,1.0
4530,1647632146,6.0
4531,1647632691,-1.0
4532,1647635437,-3.0
4533,1647637461,5.0
4534,1647637899,4.0
4535,1647638637,2.0
4536,1647639775,4.0
4537,1647641941,-6.0
4538,1647645954,-3.0
4539,1647647169,2.0
4540,1647650745,-5.0
4541,1647652322,-1.0
4542,1647652345,4.0
4543,1647653142,0.0
4544,1647653249,0.0
4545,1647653483,1.0
4546,1647656645,5.0
4547,1647658356,1.0
4548,1647658912,3.0
4549,1647662019,-4.0
4550,1647666482,9.0
4551,1647666614,3.0
4552,1647667471,2.0
4553,1647674904,6.0
4554,1647676176,9.0
4555,1647680150,13.0
4556,1647682822,-1.0
4557,1647688070,20.0
4558,1647689313,-1.0
4559,1647692314,4.0
4560,1647693022,3.0
4561,1647694112,3.0
4562,1647694306,2.0
4563,1647696435,4.0
4564,1647699152,2.0
4565,1647701913,9.0
4566,1647702567,2.0
4567,1647704224,-1.0
4568,1647705177,-1.0
4569,1647707273,4.0
4570,1647712455,0.0
4571,1647713403,9.0
4572,1647713830,0.0
4573,1647713967,5.0
4574,1647714062,10.0
4575,1647714879,-2.0
4576,1647715523,4.0
4577,1647718254,-2.0
4578,1647718501,-2.0
4579,1647724632,4.0
4580,1647727165,2.0
4581,1647730547,1.0
4582,1647732679,15.0
4583,1647736028,5.0
4584,1647738840,6.0
4585,1647749032,3.0
4586,1647750569,9.0
4587,1647750576,-5.0
4588,1647752398,13.0
4589,1647752649,3.0
4590,1647754955,5.0
4591,1647759201,0.0
4592,1647759260,0.0
4593,1647769682,-1.0
4594,1647775776,5.0
4595,1647777555,4.0
4596,1647777730,1.0
4597,1647779207,12.0
4598,1647779756,5.0
4599,1647786837,1.0
4600,1647788062,14.0
4601,1647788361,-1.0
4602,1647791649,5.0
4603,1647791688,2.0
4604,1647792014,5.0
4605,1647792019,12.0
4606,1647792196,5.0
4607,1647792651,11.0
4608,1647792658,0.0
4609,1647793103,-1.0
4610,1647795142,9.0
4611,1647795178,8.0
4612,1647797086,2.0
4613,1647798978,4.0
4614,1647799613,10.0
4615,1647799669,11.0
4616,1647800214,-2.0
4617,1647802174,3.0
4618,1647802460,0.0
4619,1647804657,0.0
4620,1647806466,3.0
4621,1647810851,0.0
4622,1647814720,-2.0
4623,1647815483,2.0
4624,1647820119,5.0
4625,1647821968,9.0
4626,1647822036,7.0
4627,1647822299,0.0
4628,1647822411,2.0
4629,1647825661,4.0
4630,1647825917,2.0
4631,1647826990,0.0
4632,1647827954,3.0
4633,1647829755,13.0
4634,1647832660,2.0
4635,1647835547,1.0
4636,1647835749,-1.0
4637,1647835983,3.0
4638,1647838973,0.0
4639,1647839047,3.0
4640,1647842916,4.0
4641,1647848244,1.0
4642,1647855850,1.0
4643,1647856121,3.0
4644,1647856312,17.0
4645,1647856779,1.0
4646,1647858258,5.0
4647,1647859665,-1.0
4648,1647862303,0.0
4649,1647863161,-1.0
4650,1647864074,2.0
4651,1647868209,-2.0
4652,1647870693,1.0
4653,1647870953,2.0
4654,1647871012,12.0
4655,1647872558,5.0
4656,1647872664,1.0
4657,1647873218,1.0
4658,1647873818,1.0
4659,1647876305,2.0
4660,1647876457,11.0
4661,1647877642,0.0
4662,1647879383,-1.0
4663,1647881040,9.0
4664,1647884284,-2.0
4665,1647888927,2.0
4666,1647890429,5.0
4667,1647891069,8.0
4668,1647891274,-2.0
4669,1647899440,0.0
4670,1647900890,-2.0
4671,1647907567,3.0
4672,1647908356,-1.0
4673,1647908840,0.0
4674,1647911384,2.0
4675,1647914511,8.0
4676,1647915215,3.0
4677,1647919388,11.0
4678,1647923110,1.0
4679,1647925247,3.0
4680,1647931313,2.0
4681,1647933955,4.0
4682,1647940179,5.0
4683,1647940333,7.0
4684,1647940971,11.0
4685,1647941099,8.0
4686,1647942408,-3.0
4687,1647950578,1.0
4688,1647951025,4.0
4689,1647952035,3.0
4690,1647959312,18.0
4691,1647962187,0.0
4692,1647963259,-4.0
4693,1647964655,1.0
4694,1647964667,-2.0
4695,1647966489,1.0
4696,1647968135,5.0
4697,1647968890,-5.0
4698,1647969306,1.0
4699,1647969450,2.0
4700,1647969875,6.0
4701,1647970532,1.0
4702,1647973069,2.0
4703,1647973355,11.0
4704,1647974321,-1.0
4705,1647974778,7.0
4706,1647976010,-12.0
4707,1647979531,-2.0
4708,1647986820,1.0
4709,1647988089,-1.0
4710,1647989175,4.0
4711,1647989369,2.0
4712,1647989564,13.0
4713,1647991742,6.0
4714,1647996312,5.0
4715,1647996454,3.0
4716,1647998647,6.0
4717,1648002862,0.0
4718,1648003148,1.0
4719,1648005569,9.0
4720,1648005885,8.0
4721,1648007245,4.0
4722,1648007643,6.0
4723,1648011992,3.0
4724,1648012326,-2.0
4725,1648015712,12.0
4726,1648021165,-1.0
4727,1648031898,3.0
4728,1648032361,5.0
4729,1648037325,1.0
4730,1648038622,0.0
4731,1648042634,1.0
4732,1648043127,6.0
4733,1648043187,2.0
4734,1648043791,1.0
4735,1648045900,4.0
4736,1648048062,3.0
4737,1648048865,0.0
4738,1648053037,0.0
4739,1648054900,1.0
4740,1648055797,3.0
4741,1648056078,-1.0
4742,1648059636,12.0
4743,1648063799,4.0
4744,1648065292,1.0
4745,1648066921,3.0
4746,1648066942,2.0
4747,1648067185,7.0
4748,1648069194,9.0
4749,1648072974,3.0
4750,1648072977,7.0
4751,1648075022,3.0
4752,1648080641,0.0
4753,1648081778,3.0
4754,1648085150,-1.0
4755,1648087798,7.0
4756,1648090450,15.0
4757,1648090463,12.0
4758,1648091941,3.0
4759,1648097467,0.0
4760,1648098259,3.0
4761,1648099848,0.0
4762,1648100075,4.0
4763,1648100311,2.0
4764,1648100876,-1.0
4765,1648102154,10.0
4766,1648103097,3.0
4767,1648103168,1.0
4768,1648107665,4.0
4769,1648113483,2.0
4770,1648117576,8.0
4771,1648117688,0.0
4772,1648118018,-2.0
4773,1648119364,5.0
4774,1648122693,5.0
4775,1648122761,12.0
4776,1648129645,1.0
4777,1648130527,1.0
4778,1648139842,2.0
4779,1648145576,4.0
4780,1648149687,7.0
4781,1648150113,5.0
4782,1648150834,3.0
4783,1648151696,5.0
4784,1648152903,4.0
4785,1648153209,6.0
4786,1648154186,10.0
4787,1648155128,6.0
4788,1648157000,11.0
4789,1648158362,0.0
4790,1648160209,1.0
4791,1648163197,3.0
4792,1648163551,1.0
4793,1648164864,2.0
4794,1648167980,2.0
4795,1648169284,5.0
4796,1648172614,0.0
4797,1648172951,1.0
4798,1648177974,3.0
4799,1648179758,1.0
4800,1648180734,3.0
4801,1648184417,1.0
4802,1648184941,3.0
4803,1648186237,-1.0
4804,1648187583,0.0
4805,1648190149,16.0
4806,1648193276,0.0
4807,1648193671,14.0
4808,1648200265,-2.0
4809,1648204417,8.0
4810,1648207846,4.0
4811,1648209135,1.0
4812,1648211041,7.0
4813,1648212175,4.0
4814,1648216034,6.0
4815,1648216603,5.0
4816,1648218044,2.0
4817,1648218478,3.0
4818,1648219874,-6.0
4819,1648222080,12.0
4820,1648222226,0.0
4821,1648226229,2.0
4822,1648228069,6.0
4823,1648230208,1.0
4824,1648230524,7.0
4825,1648230612,5.0
4826,1648232588,6.0
4827,1648232974,22.0
4828,1648236545,-4.0
4829,1648238833,3.0
4830,1648241394,3.0
4831,1648242559,1.0
4832,1648242863,0.0
4833,1648244285,0.0
4834,1648246313,3.0
4835,1648253375,1.0
4836,1648255533,-5.0
4837,1648258080,10.0
4838,1648259541,-2.0
4839,1648259572,0.0
4840,1648262354,4.0
4841,1648262496,-1.0
4842,1648266453,3.0
4843,1648267594,10.0
4844,1648268026,14.0
4845,1648269766,17.0
4846,1648269909,0.0
4847,1648271343,3.0
4848,1648274094,5.0
4849,1648275346,2.0
4850,1648275965,8.0
4851,1648279837,5.0
4852,1648283320,3.0
4853,1648283878,30.0
4854,1648291168,1.0
4855,1648296155,7.0
4856,1648297326,-3.0
4857,1648304147,3.0
4858,1648305689,1.0
4859,1648306177,10.0
4860,1648307742,0.0
4861,1648310946,2.0
4862,1648311850,5.0
4863,1648312186,-6.0
4864,1648318846,3.0
4865,1648319012,10.0
4866,1648320391,2.0
4867,1648321828,2.0
4868,1648329082,5.0
4869,1648329329,-2.0
4870,1648329729,0.0
4871,1648330917,8.0
4872,1648333438,0.0
4873,1648333935,0.0
4874,1648334345,6.0
4875,1648334905,1.0
4876,1648337852,-7.0
4877,1648337873,-1.0
4878,1648338911,10.0
4879,1648344275,8.0
4880,1648345670,2.0
4881,1648346310,0.0
4882,1648347409,4.0
4883,1648347839,7.0
4884,1648348944,8.0
4885,1648350084,10.0
4886,1648357614,3.0
4887,1648358137,-1.0
4888,1648360396,-1.0
4889,1648361769,2.0
4890,1648363350,-4.0
4891,1648363384,2.0
4892,1648368080,-3.0
4893,1648384823,2.0
4894,1648388121,5.0
4895,1648392381,4.0
4896,1648394739,7.0
4897,1648395386,3.0
4898,1648396086,-4.0
4899,1648400071,8.0
4900,1648400640,0.0
4901,1648400695,0.0
4902,1648407185,16.0
4903,1648407996,0.0
4904,1648408213,10.0
4905,1648408267,9.0
4906,1648408615,3.0
4907,1648409119,7.0
4908,1648409344,2.0
4909,1648412084,0.0
4910,1648412226,1.0
4911,1648414889,2.0
4912,1648416512,0.0
4913,1648418368,4.0
4914,1648421093,2.0
4915,1648421382,6.0
4916,1648421420,1.0
4917,1648422935,-4.0
4918,1648423504,-2.0
4919,1648425438,3.0
4920,1648425841,0.0
4921,1648427355,6.0
4922,1648429808,-3.0
4923,1648434108,-2.0
4924,1648435339,1.0
4925,1648436362,3.0
4926,1648439997,-2.0
4927,1648440839,-1.0
4928,1648442415,5.0
4929,1648443173,-1.0
4930,1648443536,6.0
4931,1648443758,3.0
4932,1648444292,2.0
4933,1648445381,5.0
4934,1648446567,1.0
4935,1648447558,4.0
4936,1648447563,0.0
4937,1648455277,0.0
4938,1648458389,2.0
4939,1648461500,-4.0
4940,1648466525,3.0
4941,1648467391,1.0
4942,1648468098,1.0
4943,1648468107,-1.0
4944,1648468806,5.0
4945,1648468992,13.0
4946,1648470414,2.0
4947,1648474593,0.0
4948,1648475461,19.0
4949,1648475914,1.0
4950,1648478039,-1.0
4951,1648480205,1.0
4952,1648481694,-1.0
4953,1648482155,16.0
4954,1648482295,0.0
4955,1648482638,1.0
4956,1648485282,3.0
4957,1648486011,8.0
4958,1648486847,4.0
4959,1648487543,7.0
4960,1648488798,5.0
4961,1648489686,13.0
4962,1648489924,3.0
4963,1648489996,4.0
4964,1648493403,9.0
4965,1648498166,8.0
4966,1648499547,-1.0
4967,1648499932,2.0
4968,1648501171,-2.0
4969,1648504331,6.0
4970,1648504644,1.0
4971,1648505905,0.0
4972,1648507440,-2.0
4973,1648507600,7.0
4974,1648512083,13.0
4975,1648512589,5.0
4976,1648513010,4.0
4977,1648515951,3.0
4978,1648516516,-2.0
4979,1648517831,5.0
4980,1648521472,1.0
4981,1648524731,11.0
4982,1648526670,0.0
4983,1648528689,-9.0
4984,1648529016,7.0
4985,1648530283,3.0
4986,1648534382,0.0
4987,1648536036,14.0
4988,1648538171,6.0
4989,1648539740,12.0
4990,1648539950,3.0
4991,1648544075,8.0
4992,1648544678,-7.0
4993,1648546411,-2.0
4994,1648549763,0.0
4995,1648554592,-3.0
4996,1648560012,7.0
4997,1648560951,-9.0
4998,1648561319,7.0
4999,1648562734,5.0
5000,1648564528,10.0
5001,1648566058,5.0
5002,1648566977,2.0
5003,1648570088,12.0
5004,1648572319,0.0
5005,1648572599,-7.0
5006,1648573239,6.0
5007,1648574820,3.0
5008,1648581825,-2.0
5009,1648582771,-1.0
5010,1648584515,0.0
5011,1648585378,0.0
5012,1648585890,-2.0
5013,1648593878,-2.0
5014,1648594129,19.0
5015,1648594377,2.0
5016,1648595640,2.0
5017,1648596332,14.0
5018,1648598693,1.0
5019,1648603035,12.0
5020,1648604843,6.0
5021,1648607121,5.0
5022,1648614244,2.0
5023,1648615148,-9.0
5024,1648615212,2.0
5025,1648616981,3.0
5026,1648630240,0.0
5027,1648631213,6.0
5028,1648633862,2.0
5029,1648635368,5.0
5030,1648636116,-1.0
5031,1648638650,4.0
5032,1648646587,11.0
5033,1648648621,2.0
5034,1648650943,-4.0
5035,1648651304,1.0
5036,1648652945,17.0
5037,1648655237,0.0
5038,1648662596,-1.0
5039,1648662647,6.0
5040,1648663805,2.0
5041,1648665563,1.0
5042,1648665721,-1.0
5043,1648666130,2.0
5044,1648666441,2.0
5045,1648666496,2.0
5046,1648668505,9.0
5047,1648668629,9.0
5048,1648669301,9.0
5049,1648671516,7.0
5050,1648673515,0.0
5051,1648675866,3.0
5052,1648678210,-2.0
5053,1648678391,8.0
5054,1648679138,3.0
5055,1648679546,5.0
5056,1648685445,-4.0
5057,1648686499,12.0
5058,1648689792,3.0
5059,1648691955,-1.0
5060,1648694317,15.0
5061,1648697883,-3.0
5062,1648698538,-2.0
5063,1648698574,-14.0
5064,1648699746,4.0
5065,1648699862,4.0
5066,1648700089,12.0
5067,1648700167,3.0
5068,1648700423,9.0
5069,1648700653,4.0
5070,1648701562,-3.0
5071,1648703347,3.0
5072,1648705941,-1.0
5073,1648707310,10.0
5074,1648712342,12.0
5075,1648712581,5.0
5076,1648713084,8.0
5077,1648716636,12.0
5078,1648718397,0.0
5079,1648719091,10.0
5080,1648719281,-1.0
5081,1648719612,3.0
5082,1648722079,5.0
5083,1648722638,4.0
5084,1648723257,-6.0
5085,1648723317,10.0
5086,1648727238,17.0
5087,1648734145,-1.0
5088,1648734779,2.0
5089,1648736357,10.0
5090,1648736891,1.0
5091,1648738073,2.0
5092,1648738368,5.0
5093,1648740771,2.0
5094,1648742595,2.0
5095,1648743613,0.0
5096,1648744017,1.0
5097,1648745728,0.0
5098,1648746238,7.0
5099,1648746338,2.0
5100,1648748115,1.0
5101,1648750071,10.0
5102,1648751427,3.0
5103,1648752130,0.0
5104,1648755279,5.0
5105,1648756103,13.0
5106,1648756496,1.0
5107,1648757918,0.0
5108,1648758189,5.0
5109,1648758485,4.0
5110,1648758646,1.0
5111,1648759971,2.0
5112,1648762764,12.0
5113,1648768920,12.0
5114,1648775312,-1.0
5115,1648775794,5.0
5116,1648777515,4.0
5117,1648781576,-1.0
5118,1648786710,3.0
5119,1648787268,-2.0
5120,1648789772,3.0
5121,1648794703,2.0
5122,1648801917,2.0
5123,1648802433,4.0
5124,1648803404,4.0
5125,1648805377,4.0
5126,1648806933,3.0
5127,1648810307,5.0
5128,1648812215,12.0
5129,1648812675,6.0
5130,1648814513,0.0
5131,1648814936,5.0
5132,1648815573,2.0
5133,1648818146,1.0
5134,1648819541,0.0
5135,1648821441,5.0
5136,1648821901,9.0
5137,1648822899,2.0
5138,1648825639,8.0
5139,1648825654,7.0
5140,1648827118,6.0
5141,1648827190,1.0
5142,1648830964,12.0
5143,1648831623,-9.0
5144,1648831651,-2.0
5145,1648832193,1.0
